ENSG00000010379	ENSMUSG00000030108	ENSRNOG00000012876	ENSOCUG00000000003	ENSCPOG00000013744	ENSSTOG00000000918	ENSMLUG00000000435	ENSPVAG00000004771	ENSECAG00000013410	ENSCAFG00000015769	ENSMICG00000007883	ENSOGAG00000000310	ENSGGOG00000004892
ENSG00000010327	ENSMUSG00000042286	ENSRNOG00000018434	ENSOCUG00000028026	ENSCPOG00000021618	ENSSTOG00000000330	ENSMLUG00000015377	ENSPVAG00000012573	ENSECAG00000009860	ENSCAFG00000009273	ENSMICG00000002842	ENSOGAG00000004077	ENSGGOG00000015946
ENSG00000133103	ENSMUSG00000027742	ENSRNOG00000013660	ENSOCUG00000015158	ENSCPOG00000003285	ENSSTOG00000026615	ENSMLUG00000015423	ENSPVAG00000005984	ENSECAG00000010790	ENSCAFG00000005979	ENSMICG00000001598	ENSOGAG00000016908	ENSGGOG00000034837
ENSG00000091129	ENSMUSG00000020598	ENSRNOG00000004067	ENSOCUG00000014768	ENSCPOG00000006412	ENSSTOG00000007589	ENSMLUG00000017381	ENSPVAG00000001716	ENSECAG00000014891	ENSCAFG00000003720	ENSMICG00000001279	ENSOGAG00000003765	ENSGGOG00000012271
ENSG00000120910	ENSMUSG00000022092	ENSRNOG00000009745	ENSOCUG00000006535	ENSCPOG00000001113	ENSSTOG00000028936	ENSMLUG00000007839	ENSPVAG00000006181	ENSECAG00000009540	ENSCAFG00000009390	ENSMICG00000001851	ENSOGAG00000010563	ENSGGOG00000012671
ENSG00000163083	ENSMUSG00000037035	ENSRNOG00000002439	ENSOCUG00000005094	ENSCPOG00000004127	ENSSTOG00000025873	ENSMLUG00000012987	ENSPVAG00000005808	ENSECAG00000014285	ENSCAFG00000004840	ENSMICG00000012204	ENSOGAG00000031714	ENSGGOG00000015308
ENSG00000074047	ENSMUSG00000048402	ENSRNOG00000007261	ENSOCUG00000000638	ENSCPOG00000015189	ENSSTOG00000004582	ENSMLUG00000024804	ENSPVAG00000002518	ENSECAG00000008016	ENSCAFG00000004821	ENSMICG00000008885	ENSOGAG00000032438	ENSGGOG00000009653
ENSG00000159625	ENSMUSG00000031786	ENSRNOG00000025860	ENSOCUG00000016661	ENSCPOG00000023534	ENSSTOG00000024967	ENSMLUG00000009275	ENSPVAG00000001407	ENSECAG00000012552	ENSCAFG00000008680	ENSMICG00000006360	ENSOGAG00000016203	ENSGGOG00000008464
ENSG00000134504	ENSMUSG00000036225	ENSRNOG00000016467	ENSOCUG00000014635	ENSCPOG00000003866	ENSSTOG00000020222	ENSMLUG00000000698	ENSPVAG00000009970	ENSECAG00000018895	ENSCAFG00000030205	ENSMICG00000002325	ENSOGAG00000014600	ENSGGOG00000013560
ENSG00000175782	ENSMUSG00000060181	ENSRNOG00000027622	ENSOCUG00000010899	ENSCPOG00000004322	ENSSTOG00000003925	ENSMLUG00000002606	ENSPVAG00000002545	ENSECAG00000013227	ENSCAFG00000023017	ENSMICG00000013176	ENSOGAG00000002668	ENSGGOG00000012605
ENSG00000150907	ENSMUSG00000044167	ENSRNOG00000013397	ENSOCUG00000014406	ENSCPOG00000008725	ENSSTOG00000009697	ENSMLUG00000007752	ENSPVAG00000012042	ENSECAG00000002212	ENSCAFG00000005965	ENSMICG00000012013	ENSOGAG00000029027	ENSGGOG00000008104
ENSG00000171885	ENSMUSG00000024411	ENSRNOG00000016043	ENSOCUG00000008833	ENSCPOG00000004446	ENSSTOG00000013318	ENSMLUG00000010995	ENSPVAG00000006692	ENSECAG00000004242	ENSCAFG00000018125	ENSMICG00000002328	ENSOGAG00000003911	ENSGGOG00000010474
ENSG00000138641	ENSMUSG00000029804	ENSRNOG00000007304	ENSOCUG00000008013	ENSCPOG00000011101	ENSSTOG00000003547	ENSMLUG00000012241	ENSPVAG00000001130	ENSECAG00000011129	ENSCAFG00000023804	ENSMICG00000004118	ENSOGAG00000003310	ENSGGOG00000009326
ENSG00000140854	ENSMUSG00000031787	ENSRNOG00000014626	ENSOCUG00000026139	ENSCPOG00000006661	ENSSTOG00000025980	ENSMLUG00000009307	ENSPVAG00000001408	ENSECAG00000016979	ENSCAFG00000029365	ENSMICG00000006372	ENSOGAG00000006290	ENSGGOG00000007134
ENSG00000141337	ENSMUSG00000020604	ENSRNOG00000003931	ENSOCUG00000017402	ENSCPOG00000014338	ENSSTOG00000003119	ENSMLUG00000001523	ENSPVAG00000014987	ENSECAG00000022899	ENSCAFG00000011070	ENSMICG00000017117	ENSOGAG00000013368	ENSGGOG00000001303
ENSG00000183346	ENSMUSG00000019945	ENSRNOG00000000634	ENSOCUG00000005919	ENSCPOG00000011235	ENSSTOG00000022605	ENSMLUG00000013443	ENSPVAG00000002979	ENSECAG00000018759	ENSCAFG00000012979	ENSMICG00000010856	ENSOGAG00000007348	ENSGGOG00000011328
ENSG00000140474	ENSMUSG00000032308	ENSRNOG00000038459	ENSOCUG00000022077	ENSCPOG00000003789	ENSSTOG00000028194	ENSMLUG00000013660	ENSPVAG00000012949	ENSECAG00000021084	ENSCAFG00000017957	ENSMICG00000009716	ENSOGAG00000005600	ENSGGOG00000002689
ENSG00000112367	ENSMUSG00000038417	ENSRNOG00000000312	ENSOCUG00000010293	ENSCPOG00000003842	ENSSTOG00000011494	ENSMLUG00000002463	ENSPVAG00000006578	ENSECAG00000015561	ENSCAFG00000003842	ENSMICG00000014528	ENSOGAG00000008339	ENSGGOG00000015662
ENSG00000110013	ENSMUSG00000001942	ENSRNOG00000031266	ENSOCUG00000003036	ENSCPOG00000007892	ENSSTOG00000010428	ENSMLUG00000001894	ENSPVAG00000010690	ENSECAG00000014040	ENSCAFG00000011184	ENSMICG00000001679	ENSOGAG00000015699	ENSGGOG00000003753
ENSG00000100280	ENSMUSG00000009090	ENSRNOG00000008786	ENSOCUG00000009490	ENSCPOG00000005293	ENSSTOG00000001533	ENSMLUG00000012099	ENSPVAG00000009825	ENSECAG00000019246	ENSCAFG00000012067	ENSMICG00000004275	ENSOGAG00000012490	ENSGGOG00000006479
ENSG00000120896	ENSMUSG00000022091	ENSRNOG00000008829	ENSOCUG00000027519	ENSCPOG00000001115	ENSSTOG00000011660	ENSMLUG00000007889	ENSPVAG00000006182	ENSECAG00000017281	ENSCAFG00000009371	ENSMICG00000003915	ENSOGAG00000010567	ENSGGOG00000002413
ENSG00000150347	ENSMUSG00000019947	ENSRNOG00000000635	ENSOCUG00000027029	ENSCPOG00000003685	ENSSTOG00000023423	ENSMLUG00000013447	ENSPVAG00000010482	ENSECAG00000019795	ENSCAFG00000012991	ENSMICG00000010866	ENSOGAG00000015939	ENSGGOG00000004127
ENSG00000115112	ENSMUSG00000026380	ENSRNOG00000002414	ENSOCUG00000006877	ENSCPOG00000011523	ENSSTOG00000013080	ENSMLUG00000002967	ENSPVAG00000001653	ENSECAG00000024837	ENSCAFG00000004788	ENSMICG00000007161	ENSOGAG00000012031	ENSGGOG00000001680
ENSG00000100285	ENSMUSG00000020396	ENSRNOG00000008716	ENSOCUG00000004098	ENSCPOG00000008028	ENSSTOG00000027964	ENSMLUG00000012127	ENSPVAG00000017869	ENSECAG00000018444	ENSCAFG00000012243	ENSMICG00000017389	ENSOGAG00000012157	ENSGGOG00000011976
ENSG00000100296	ENSMUSG00000034274	ENSRNOG00000008456	ENSOCUG00000004109	ENSCPOG00000010974	ENSSTOG00000001548	ENSMLUG00000012135	ENSPVAG00000017870	ENSECAG00000011444	ENSCAFG00000012262	ENSMICG00000017393	ENSOGAG00000012160	ENSGGOG00000003767
ENSG00000182010	ENSMUSG00000037846	ENSRNOG00000000636	ENSOCUG00000001689	ENSCPOG00000003692	ENSSTOG00000000709	ENSMLUG00000013452	ENSPVAG00000010485	ENSECAG00000000259	ENSCAFG00000013018	ENSMICG00000002833	ENSOGAG00000015941	ENSGGOG00000016938
ENSG00000064199	ENSMUSG00000001948	ENSRNOG00000010934	ENSOCUG00000003044	ENSCPOG00000007896	ENSSTOG00000011065	ENSMLUG00000001900	ENSPVAG00000010692	ENSECAG00000020689	ENSCAFG00000032261	ENSMICG00000001687	ENSOGAG00000015702	ENSGGOG00000003757
ENSG00000184117	ENSMUSG00000034285	ENSRNOG00000008374	ENSOCUG00000004122	ENSCPOG00000027132	ENSSTOG00000001563	ENSMLUG00000013460	ENSPVAG00000017876	ENSECAG00000021731	ENSCAFG00000012291	ENSMICG00000017398	ENSOGAG00000012167	ENSGGOG00000003774
ENSG00000120688	ENSMUSG00000022023	ENSRNOG00000011678	ENSOCUG00000004256	ENSCPOG00000013860	ENSSTOG00000024976	ENSMLUG00000001855	ENSPVAG00000014634	ENSECAG00000021033	ENSCAFG00000004805	ENSMICG00000014086	ENSOGAG00000015224	ENSGGOG00000026935
ENSG00000138311	ENSMUSG00000037855	ENSRNOG00000000638	ENSOCUG00000017379	ENSCPOG00000007536	ENSSTOG00000022959	ENSMLUG00000013458	ENSPVAG00000011447	ENSECAG00000010245	ENSCAFG00000013039	ENSMICG00000002839	ENSOGAG00000010758	ENSGGOG00000013216
ENSG00000162849	ENSMUSG00000026494	ENSRNOG00000028624	ENSOCUG00000008220	ENSCPOG00000001048	ENSSTOG00000028101	ENSMLUG00000010397	ENSPVAG00000015755	ENSECAG00000013009	ENSCAFG00000015845	ENSMICG00000005649	ENSOGAG00000027006	ENSGGOG00000010397
ENSG00000134755	ENSMUSG00000024331	ENSRNOG00000039969	ENSOCUG00000012518	ENSCPOG00000005506	ENSSTOG00000010425	ENSMLUG00000006714	ENSPVAG00000006495	ENSECAG00000007761	ENSCAFG00000018085	ENSMICG00000004351	ENSOGAG00000010189	ENSGGOG00000006133
ENSG00000118298	ENSMUSG00000038526	ENSRNOG00000023162	ENSOCUG00000009032	ENSCPOG00000006079	ENSSTOG00000027815	ENSMLUG00000013677	ENSPVAG00000013464	ENSECAG00000002916	ENSCAFG00000011762	ENSMICG00000015268	ENSOGAG00000004842	ENSGGOG00000017116
ENSG00000140497	ENSMUSG00000040188	ENSRNOG00000019136	ENSOCUG00000003646	ENSCPOG00000019739	ENSSTOG00000012527	ENSMLUG00000013668	ENSPVAG00000012953	ENSECAG00000015415	ENSCAFG00000017964	ENSMICG00000009722	ENSOGAG00000005603	ENSGGOG00000002693
ENSG00000070540	ENSMUSG00000041895	ENSRNOG00000003827	ENSOCUG00000017409	ENSCPOG00000014341	ENSSTOG00000003127	ENSMLUG00000001529	ENSPVAG00000014989	ENSECAG00000003473	ENSCAFG00000011038	ENSMICG00000017122	ENSOGAG00000013374	ENSGGOG00000001306
ENSG00000140859	ENSMUSG00000031788	ENSRNOG00000014087	ENSOCUG00000012069	ENSCPOG00000006673	ENSSTOG00000007446	ENSMLUG00000009342	ENSPVAG00000001409	ENSECAG00000008497	ENSCAFG00000008630	ENSMICG00000006381	ENSOGAG00000006292	ENSGGOG00000007147
ENSG00000117362	ENSMUSG00000015750	ENSRNOG00000023816	ENSOCUG00000009037	ENSCPOG00000006509	ENSSTOG00000006041	ENSMLUG00000013692	ENSPVAG00000013466	ENSECAG00000012998	ENSCAFG00000011777	ENSMICG00000015279	ENSOGAG00000004843	ENSGGOG00000017118
ENSG00000100314	ENSMUSG00000009075	ENSRNOG00000007871	ENSOCUG00000022178	ENSCPOG00000014505	ENSSTOG00000005444	ENSMLUG00000017396	ENSPVAG00000017879	ENSECAG00000020228	ENSCAFG00000012334	ENSMICG00000017404	ENSOGAG00000016374	ENSGGOG00000003788
ENSG00000100319	ENSMUSG00000009076	ENSRNOG00000007849	ENSOCUG00000005282	ENSCPOG00000020994	ENSSTOG00000005457	ENSMLUG00000017398	ENSPVAG00000017880	ENSECAG00000017576	ENSCAFG00000012343	ENSMICG00000017407	ENSOGAG00000016378	ENSGGOG00000003792
ENSG00000154134	ENSMUSG00000032128	ENSRNOG00000030016	ENSOCUG00000002635	ENSCPOG00000000081	ENSSTOG00000016281	ENSMLUG00000011188	ENSPVAG00000003342	ENSECAG00000013956	ENSCAFG00000011115	ENSMICG00000001703	ENSOGAG00000015715	ENSGGOG00000015125
ENSG00000100325	ENSMUSG00000020412	ENSRNOG00000007349	ENSOCUG00000005290	ENSCPOG00000021555	ENSSTOG00000005474	ENSMLUG00000017403	ENSPVAG00000017883	ENSECAG00000023271	ENSCAFG00000012361	ENSMICG00000017414	ENSOGAG00000001754	ENSGGOG00000004933
ENSG00000163499	ENSMUSG00000006546	ENSRNOG00000017996	ENSOCUG00000000206	ENSCPOG00000009130	ENSSTOG00000009326	ENSMLUG00000011404	ENSPVAG00000010775	ENSECAG00000015100	ENSCAFG00000014999	ENSMICG00000007039	ENSOGAG00000014089	ENSGGOG00000010794
ENSG00000168438	ENSMUSG00000038446	ENSRNOG00000000581	ENSOCUG00000001223	ENSCPOG00000010967	ENSSTOG00000024426	ENSMLUG00000001809	ENSPVAG00000011154	ENSECAG00000024440	ENSCAFG00000003868	ENSMICG00000016200	ENSOGAG00000008627	ENSGGOG00000002453
ENSG00000171121	ENSMUSG00000091091	ENSRNOG00000027836	ENSOCUG00000010643	ENSCPOG00000025991	ENSSTOG00000013715	ENSMLUG00000009263	ENSPVAG00000002455	ENSECAG00000014580	ENSCAFG00000011271	ENSMICG00000008494	ENSOGAG00000006601	ENSGGOG00000003933
ENSG00000185862	ENSMUSG00000093938	ENSRNOG00000014125	ENSOCUG00000008595	ENSCPOG00000006120	ENSSTOG00000026274	ENSMLUG00000006366	ENSPVAG00000002615	ENSECAG00000004162	ENSCAFG00000018623	ENSMICG00000002879	ENSOGAG00000010069	ENSGGOG00000005182
ENSG00000108950	ENSMUSG00000020614	ENSRNOG00000003969	ENSOCUG00000013725	ENSCPOG00000010447	ENSSTOG00000028525	ENSMLUG00000001541	ENSPVAG00000014994	ENSECAG00000023657	ENSCAFG00000010982	ENSMICG00000009545	ENSOGAG00000015622	ENSGGOG00000003101
ENSG00000068831	ENSMUSG00000032946	ENSRNOG00000021098	ENSOCUG00000000974	ENSCPOG00000024752	ENSSTOG00000003988	ENSMLUG00000015190	ENSPVAG00000016934	ENSECAG00000022956	ENSCAFG00000014309	ENSMICG00000001194	ENSOGAG00000016190	ENSGGOG00000012695
ENSG00000134757	ENSMUSG00000056632	ENSRNOG00000016632	ENSOCUG00000007348	ENSCPOG00000005404	ENSSTOG00000010887	ENSMLUG00000003631	ENSPVAG00000005989	ENSECAG00000011388	ENSCAFG00000018058	ENSMICG00000013798	ENSOGAG00000008454	ENSGGOG00000001155
ENSG00000046604	ENSMUSG00000044393	ENSRNOG00000016526	ENSOCUG00000007355	ENSCPOG00000005388	ENSSTOG00000007528	ENSMLUG00000003641	ENSPVAG00000005994	ENSECAG00000013616	ENSCAFG00000018051	ENSMICG00000013819	ENSOGAG00000016775	ENSGGOG00000008855
ENSG00000171988	ENSMUSG00000037876	ENSRNOG00000000648	ENSOCUG00000006922	ENSCPOG00000014182	ENSSTOG00000013951	ENSMLUG00000025318	ENSPVAG00000017945	ENSECAG00000012941	ENSCAFG00000013081	ENSMICG00000008755	ENSOGAG00000014358	ENSGGOG00000015694
ENSG00000178761	ENSMUSG00000032305	ENSRNOG00000026622	ENSOCUG00000017408	ENSCPOG00000010838	ENSSTOG00000020396	ENSMLUG00000013688	ENSPVAG00000012956	ENSECAG00000009871	ENSCAFG00000017975	ENSMICG00000009194	ENSOGAG00000002042	ENSGGOG00000014759
ENSG00000131242	ENSMUSG00000017639	ENSRNOG00000014135	ENSOCUG00000007443	ENSCPOG00000011634	ENSSTOG00000010883	ENSMLUG00000016407	ENSPVAG00000012401	ENSECAG00000006337	ENSCAFG00000018522	ENSMICG00000002885	ENSOGAG00000016294	ENSGGOG00000001071
ENSG00000102763	ENSMUSG00000058997	ENSRNOG00000010216	ENSOCUG00000014909	ENSCPOG00000006076	ENSSTOG00000010005	ENSMLUG00000015361	ENSPVAG00000010061	ENSECAG00000006748	ENSCAFG00000004764	ENSMICG00000017491	ENSOGAG00000014073	ENSGGOG00000009902
ENSG00000172301	ENSMUSG00000031458	ENSRNOG00000000111	ENSOCUG00000015488	ENSCPOG00000006018	ENSSTOG00000025397	ENSMLUG00000016418	ENSPVAG00000015758	ENSECAG00000006256	ENSCAFG00000018517	ENSMICG00000002631	ENSOGAG00000004510	ENSGGOG00000007292
ENSG00000118271	ENSMUSG00000061808	ENSRNOG00000016275	ENSOCUG00000017348	ENSCPOG00000012845	ENSSTOG00000007541	ENSMLUG00000003645	ENSPVAG00000005998	ENSECAG00000015875	ENSCAFG00000018046	ENSMICG00000013838	ENSOGAG00000016778	ENSGGOG00000008865
ENSG00000120913	ENSMUSG00000022090	ENSRNOG00000008543	ENSOCUG00000021361	ENSCPOG00000020871	ENSSTOG00000024161	ENSMLUG00000007918	ENSPVAG00000006185	ENSECAG00000019910	ENSCAFG00000009329	ENSMICG00000003919	ENSOGAG00000010575	ENSGGOG00000002417
ENSG00000118276	ENSMUSG00000056124	ENSRNOG00000015895	ENSOCUG00000013287	ENSCPOG00000012847	ENSSTOG00000010911	ENSMLUG00000003648	ENSPVAG00000005999	ENSECAG00000017478	ENSCAFG00000018037	ENSMICG00000007307	ENSOGAG00000016779	ENSGGOG00000003477
ENSG00000108651	ENSMUSG00000035575	ENSRNOG00000014209	ENSOCUG00000016980	ENSCPOG00000014294	ENSSTOG00000015875	ENSMLUG00000016422	ENSPVAG00000015759	ENSECAG00000022217	ENSCAFG00000018507	ENSMICG00000002632	ENSOGAG00000004511	ENSGGOG00000013569
ENSG00000153339	ENSMUSG00000033382	ENSRNOG00000022202	ENSOCUG00000013300	ENSCPOG00000012560	ENSSTOG00000012656	ENSMLUG00000015079	ENSPVAG00000009920	ENSECAG00000022937	ENSCAFG00000018024	ENSMICG00000001789	ENSOGAG00000006321	ENSGGOG00000028265
ENSG00000239282	ENSMUSG00000020424	ENSRNOG00000006740	ENSOCUG00000021679	ENSCPOG00000014581	ENSSTOG00000010528	ENSMLUG00000002127	ENSPVAG00000017717	ENSECAG00000024204	ENSCAFG00000012489	ENSMICG00000010026	ENSOGAG00000012926	ENSGGOG00000007175
ENSG00000053328	ENSMUSG00000045555	ENSRNOG00000024221	ENSOCUG00000001225	ENSCPOG00000010973	ENSSTOG00000006015	ENSMLUG00000001821	ENSPVAG00000011155	ENSECAG00000007283	ENSCAFG00000003873	ENSMICG00000016218	ENSOGAG00000008632	ENSGGOG00000021961
ENSG00000203797	ENSMUSG00000063428	ENSRNOG00000000582	ENSOCUG00000001227	ENSCPOG00000007788	ENSSTOG00000006021	ENSMLUG00000004176	ENSPVAG00000011156	ENSECAG00000007354	ENSCAFG00000003882	ENSMICG00000016226	ENSOGAG00000031387	ENSGGOG00000016346
ENSG00000198794	ENSMUSG00000040722	ENSRNOG00000026638	ENSOCUG00000006573	ENSCPOG00000015731	ENSSTOG00000009389	ENSMLUG00000022507	ENSPVAG00000012441	ENSECAG00000021070	ENSCAFG00000017981	ENSMICG00000010955	ENSOGAG00000005615	ENSGGOG00000012738
ENSG00000154133	ENSMUSG00000032125	ENSRNOG00000031347	ENSOCUG00000002647	ENSCPOG00000000082	ENSSTOG00000016291	ENSMLUG00000008530	ENSPVAG00000003340	ENSECAG00000020664	ENSCAFG00000011022	ENSMICG00000001710	ENSOGAG00000015722	ENSGGOG00000015141
ENSG00000145335	ENSMUSG00000025889	ENSRNOG00000008656	ENSOCUG00000023825	ENSCPOG00000013970	ENSSTOG00000027545	ENSMLUG00000008577	ENSPVAG00000013835	ENSECAG00000015766	ENSCAFG00000009880	ENSMICG00000005634	ENSOGAG00000029676	ENSGGOG00000005705
ENSG00000102780	ENSMUSG00000034731	ENSRNOG00000010065	ENSOCUG00000015981	ENSCPOG00000006087	ENSSTOG00000010056	ENSMLUG00000016820	ENSPVAG00000012820	ENSECAG00000000237	ENSCAFG00000004733	ENSMICG00000017492	ENSOGAG00000008503	ENSGGOG00000000410
ENSG00000068976	ENSMUSG00000032648	ENSRNOG00000021090	ENSOCUG00000002173	ENSCPOG00000008604	ENSSTOG00000004016	ENSMLUG00000015203	ENSPVAG00000016936	ENSECAG00000024000	ENSCAFG00000014281	ENSMICG00000001197	ENSOGAG00000008083	ENSGGOG00000012711
ENSG00000159208	ENSMUSG00000038550	ENSRNOG00000042717	ENSOCUG00000009044	ENSCPOG00000009310	ENSSTOG00000024097	ENSMLUG00000013709	ENSPVAG00000013469	ENSECAG00000010349	ENSCAFG00000011804	ENSMICG00000015355	ENSOGAG00000004846	ENSGGOG00000016967
ENSG00000143653	ENSMUSG00000038936	ENSRNOG00000037984	ENSOCUG00000001069	ENSCPOG00000009799	ENSSTOG00000007502	ENSMLUG00000029879	ENSPVAG00000011500	ENSECAG00000020866	ENSCAFG00000015884	ENSMICG00000014588	ENSOGAG00000007830	ENSGGOG00000002544
ENSG00000111186	ENSMUSG00000030170	ENSRNOG00000008168	ENSOCUG00000013686	ENSCPOG00000007093	ENSSTOG00000012322	ENSMLUG00000010754	ENSPVAG00000013922	ENSECAG00000016516	ENSCAFG00000015919	ENSMICG00000016274	ENSOGAG00000027662	ENSGGOG00000001272
ENSG00000165476	ENSMUSG00000019873	ENSRNOG00000000645	ENSOCUG00000016176	ENSCPOG00000010423	ENSSTOG00000011165	ENSMLUG00000012958	ENSPVAG00000016719	ENSECAG00000019662	ENSCAFG00000032538	ENSMICG00000001292	ENSOGAG00000014187	ENSGGOG00000008217
ENSG00000099995	ENSMUSG00000002129	ENSRNOG00000005218	ENSOCUG00000007633	ENSCPOG00000014589	ENSSTOG00000013892	ENSMLUG00000002139	ENSPVAG00000017719	ENSECAG00000023962	ENSCAFG00000012559	ENSMICG00000010038	ENSOGAG00000012931	ENSGGOG00000012631
ENSG00000138722	ENSMUSG00000054641	ENSRNOG00000024986	ENSOCUG00000006098	ENSCPOG00000005575	ENSSTOG00000019425	ENSMLUG00000000231	ENSPVAG00000013836	ENSECAG00000011719	ENSCAFG00000009884	ENSMICG00000005640	ENSOGAG00000009811	ENSGGOG00000007582
ENSG00000155111	ENSMUSG00000038481	ENSRNOG00000000583	ENSOCUG00000014528	ENSCPOG00000012680	ENSSTOG00000024165	ENSMLUG00000016944	ENSPVAG00000003439	ENSECAG00000009893	ENSCAFG00000003902	ENSMICG00000003153	ENSOGAG00000028345	ENSGGOG00000012779
ENSG00000141441	ENSMUSG00000042680	ENSRNOG00000039897	ENSOCUG00000013761	ENSCPOG00000024685	ENSSTOG00000002308	ENSMLUG00000001488	ENSPVAG00000003784	ENSECAG00000011708	ENSCAFG00000018008	ENSMICG00000013177	ENSOGAG00000001239	ENSGGOG00000009964
ENSG00000114450	ENSMUSG00000027669	ENSRNOG00000011070	ENSOCUG00000000931	ENSCPOG00000003258	ENSSTOG00000005210	ENSMLUG00000007640	ENSPVAG00000010803	ENSECAG00000008196	ENSCAFG00000011335	ENSMICG00000008516	ENSOGAG00000000877	ENSGGOG00000026248
ENSG00000167173	ENSMUSG00000032300	ENSRNOG00000018689	ENSOCUG00000013504	ENSCPOG00000014883	ENSSTOG00000022389	ENSMLUG00000006010	ENSPVAG00000015376	ENSECAG00000017739	ENSCAFG00000017991	ENSMICG00000002853	ENSOGAG00000029720	ENSGGOG00000014839
ENSG00000184305	ENSMUSG00000039578	ENSRNOG00000029321	ENSOCUG00000001300	ENSCPOG00000000259	ENSSTOG00000007117	ENSMLUG00000013655	ENSPVAG00000008276	ENSECAG00000011463	ENSCAFG00000009949	ENSMICG00000006309	ENSOGAG00000005288	ENSGGOG00000014053
ENSG00000158941	ENSMUSG00000033712	ENSRNOG00000018295	ENSOCUG00000013228	ENSCPOG00000010985	ENSSTOG00000011666	ENSMLUG00000005567	ENSPVAG00000006188	ENSECAG00000020651	ENSCAFG00000009285	ENSMICG00000007751	ENSOGAG00000010578	ENSGGOG00000002424
ENSG00000117360	ENSMUSG00000015748	ENSRNOG00000025629	ENSOCUG00000011760	ENSCPOG00000008068	ENSSTOG00000001889	ENSMLUG00000004646	ENSPVAG00000013472	ENSECAG00000019840	ENSCAFG00000011820	ENSMICG00000015386	ENSOGAG00000005352	ENSGGOG00000013174
ENSG00000136518	ENSMUSG00000027671	ENSRNOG00000011553	ENSOCUG00000017883	ENSCPOG00000025370	ENSSTOG00000010540	ENSMLUG00000024899	ENSPVAG00000004278	ENSECAG00000013622	ENSCAFG00000011364	ENSMICG00000015078	ENSOGAG00000016951	ENSGGOG00000015710
ENSG00000112874	ENSMUSG00000024228	ENSRNOG00000022576	ENSOCUG00000017632	ENSCPOG00000002651	ENSSTOG00000025969	ENSMLUG00000014521	ENSPVAG00000010255	ENSECAG00000015093	ENSCAFG00000007473	ENSMICG00000007149	ENSOGAG00000006504	ENSGGOG00000023955
ENSG00000197705	ENSMUSG00000042514	ENSRNOG00000015418	ENSOCUG00000008583	ENSCPOG00000000789	ENSSTOG00000016263	ENSMLUG00000001490	ENSPVAG00000000835	ENSECAG00000012922	ENSCAFG00000018002	ENSMICG00000004748	ENSOGAG00000015258	ENSGGOG00000025011
ENSG00000153207	ENSMUSG00000026491	ENSRNOG00000023541	ENSOCUG00000014500	ENSCPOG00000009216	ENSSTOG00000010795	ENSMLUG00000005794	ENSPVAG00000000589	ENSECAG00000011125	ENSCAFG00000015937	ENSMICG00000014617	ENSOGAG00000003786	ENSGGOG00000034836
ENSG00000166960	ENSMUSG00000024306	ENSRNOG00000022156	ENSOCUG00000009093	ENSCPOG00000005310	ENSSTOG00000010868	ENSMLUG00000001496	ENSPVAG00000000837	ENSECAG00000013453	ENSCAFG00000017987	ENSMICG00000004751	ENSOGAG00000015260	ENSGGOG00000023038
ENSG00000168066	ENSMUSG00000024949	ENSRNOG00000021085	ENSOCUG00000026486	ENSCPOG00000012290	ENSSTOG00000009790	ENSMLUG00000029800	ENSPVAG00000016938	ENSECAG00000024544	ENSCAFG00000014239	ENSMICG00000001202	ENSOGAG00000016196	ENSGGOG00000012733
ENSG00000165478	ENSMUSG00000046240	ENSRNOG00000009219	ENSOCUG00000002655	ENSCPOG00000007623	ENSSTOG00000016297	ENSMLUG00000027103	ENSPVAG00000001816	ENSECAG00000007839	ENSCAFG00000011011	ENSMICG00000001718	ENSOGAG00000015598	ENSGGOG00000015159
ENSG00000159648	ENSMUSG00000090206	ENSRNOG00000013465	ENSOCUG00000011053	ENSCPOG00000014315	ENSSTOG00000002105	ENSMLUG00000026684	ENSPVAG00000004609	ENSECAG00000017740	ENSCAFG00000031082	ENSMICG00000004890	ENSOGAG00000003264	ENSGGOG00000017140
ENSG00000149548	ENSMUSG00000034303	ENSRNOG00000032180	ENSOCUG00000014409	ENSCPOG00000007629	ENSSTOG00000016300	ENSMLUG00000008581	ENSPVAG00000000425	ENSECAG00000009463	ENSCAFG00000010996	ENSMICG00000001722	ENSOGAG00000030768	ENSGGOG00000001506
ENSG00000127337	ENSMUSG00000020171	ENSRNOG00000005689	ENSOCUG00000011552	ENSCPOG00000011042	ENSSTOG00000014144	ENSMLUG00000009373	ENSPVAG00000000931	ENSECAG00000020166	ENSCAFG00000000428	ENSMICG00000002467	ENSOGAG00000008222	ENSGGOG00000027391
ENSG00000198739	ENSMUSG00000042846	ENSRNOG00000026466	ENSOCUG00000004014	ENSCPOG00000005794	ENSSTOG00000021353	ENSMLUG00000011887	ENSPVAG00000011382	ENSECAG00000002417	ENSCAFG00000013270	ENSMICG00000012570	ENSOGAG00000011031	ENSGGOG00000026152
ENSG00000166225	ENSMUSG00000020170	ENSRNOG00000005642	ENSOCUG00000017192	ENSCPOG00000002836	ENSSTOG00000014028	ENSMLUG00000003598	ENSPVAG00000000933	ENSECAG00000020194	ENSCAFG00000000431	ENSMICG00000011467	ENSOGAG00000002307	ENSGGOG00000005279
